,age,gender,country,education,title,size,data_prof_size,mach_learn_presence,salary,udacity,coursera,edx,datacamp,dataquest,kaggle,fastai,udemy,linkedin,university,plat_none,plat_other,prime_tool,length_coding,jupyter,rstudio,pycharm,atom,matlab,vsc,spyder,vim_emacs,notepad++,sublime,env_none,env_other,python,r,sql,c,c++,java,javascript,typescript,bash,lan_matlab,lan_none,lan_other,total_lang,first_program,ggplot,matplotlib,altair,shiny,d3,plotly,bokeh,seaborn,geoplotlib,leaflet,vis_none,vis_other,total_viz,years_mach_learn,regression,tree_forest,gradient_boost,bayesian,evolutionary,dnn,cnn,gan,rnn,bert,mach_none,mach_other,total_ml,scikit,tensor_flow,keras,random_forest,xgboost,pytorch,caret,lightgbm,sparkmlib,fastai_2,frame_none,frame_other,gcp,aws,azure,ibm_cloud,alibaba_cloud,salesforce_cloud,oracle_cloud,sap_cloud,vmware_cloud,redhat_cloud,cloud_none,cloud_other,mysql,postgres,sql_lite,sqlserver,oracle,micro_acess,aws_data,aws_dynamo,azure_sql,google_sql,database_none,database_other,total_db
4724,23,Male,United States of America,Bachelor’s degree,Software Engineer,small,2-Jan,No (we do not use ML methods),137499.5,0,0,0,0,0,0,1,0,0,0,0,0,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",1-2 years,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,Python,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4725,37,Female,United States of America,Doctoral degree,Data Scientist,medium,20+,We use ML methods for generating insights (but do not put working models into production),137499.5,0,1,1,1,0,0,0,0,1,0,0,1,Other,20+ years,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,MATLAB,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
4738,47,Male,United States of America,Master’s degree,Other,medium,9-May,No (we do not use ML methods),224999.5,0,0,0,0,0,0,0,0,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,4,Python,1,1,0,0,0,1,0,1,0,0,0,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4741,47,Male,United States of America,Doctoral degree,Data Scientist,small,4-Mar,No (we do not use ML methods),224999.5,0,1,0,0,0,1,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,R,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4742,27,Male,United States of America,Bachelor’s degree,Data Scientist,small,2-Jan,We are exploring ML methods (and may one day put a model into production),34999.5,0,0,0,1,0,0,0,1,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,Python,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
4746,23,Female,United States of America,Bachelor’s degree,Software Engineer,medium,0,No (we do not use ML methods),74999.5,0,0,0,1,0,1,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,Python,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4751,27,Male,United States of America,Bachelor’s degree,Product/Project Manager,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",112499.5,1,1,1,0,1,1,1,1,0,1,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",3-5 years,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,4,Python,1,1,0,1,0,0,1,1,0,0,0,0,5,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3
4760,42,Male,United States of America,Doctoral degree,Product/Project Manager,medium,20+,We use ML methods for generating insights (but do not put working models into production),174999.5,1,0,0,0,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",20+ years,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,MATLAB,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
4765,37,Male,United States of America,Master’s degree,Data Scientist,large,2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)",112499.5,0,1,0,0,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,SQL,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4771,52,Male,United States of America,Some college/university study without earning a bachelor’s degree,Other,large,20+,I do not know,64999.5,1,1,1,0,0,0,0,1,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,Python,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4774,32,Female,United States of America,Bachelor’s degree,Software Engineer,small,4-Mar,"We have well established ML methods (i.e., models in production for more than 2 years)",112499.5,0,0,0,0,0,0,0,0,0,0,1,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",10-20 years,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,Python,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3
4778,32,Female,United States of America,Master’s degree,Data Scientist,small,4-Mar,"We recently started using ML methods (i.e., models in production for less than 2 years)",137499.5,1,1,0,1,0,0,0,1,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",10-20 years,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Python,1,0,0,1,0,1,0,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4779,27,Male,United States of America,Bachelor’s degree,Data Scientist,large,15-19,"We recently started using ML methods (i.e., models in production for less than 2 years)",174999.5,1,1,1,0,0,0,0,1,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,Python,0,1,0,0,0,1,0,1,0,0,0,0,3,1,1,1,1,1,0,1,0,0,0,0,0,0,5,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
4787,64.5,Male,United States of America,Doctoral degree,Statistician,large,4-Mar,I do not know,84999.5,0,0,0,0,0,0,0,0,0,1,0,0,"Advanced statistical software (SPSS, SAS, etc.)",20+ years,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,5,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4790,57,Male,United States of America,Master’s degree,Data Analyst,large,4-Mar,No (we do not use ML methods),112499.5,0,1,0,1,0,1,0,0,0,0,0,0,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",10-20 years,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,R,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
4798,23,Male,United States of America,Bachelor’s degree,Data Scientist,small,9-May,No (we do not use ML methods),34999.5,0,0,0,0,0,0,0,0,0,1,0,0,"Advanced statistical software (SPSS, SAS, etc.)",3-5 years,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,R,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4799,37,Male,United States of America,Bachelor’s degree,Software Engineer,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",174999.5,1,1,0,1,0,1,0,1,0,1,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",< 1 years,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4800,27,Female,United States of America,Master’s degree,Software Engineer,medium,15-19,We are exploring ML methods (and may one day put a model into production),137499.5,0,1,0,0,0,0,0,0,0,0,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",I have never written code,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4804,32,Male,United States of America,Master’s degree,Data Scientist,small,14-Oct,"We have well established ML methods (i.e., models in production for more than 2 years)",174999.5,1,1,0,0,0,0,0,1,0,0,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",5-10 years,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
4806,37,Male,United States of America,Doctoral degree,Data Scientist,small,9-May,"We have well established ML methods (i.e., models in production for more than 2 years)",400000,0,0,0,0,0,0,0,0,0,0,1,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",10-20 years,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,Python,0,1,0,0,0,0,1,1,0,0,0,0,3,1,0,1,1,0,0,0,1,0,0,0,0,0,3,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
4809,42,Male,United States of America,Bachelor’s degree,Other,medium,20+,I do not know,12499.5,0,1,0,0,0,0,0,1,0,0,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3-5 years,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,4,Python,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,4
4810,42,Male,United States of America,Doctoral degree,Data Scientist,large,20+,"We recently started using ML methods (i.e., models in production for less than 2 years)",224999.5,0,1,0,0,0,0,0,0,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",10-20 years,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,Python,1,1,0,1,1,1,0,1,0,0,0,1,7,1,1,1,1,0,0,1,0,0,0,0,0,0,4,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,4
4812,23,Male,United States of America,Master’s degree,Data Scientist,medium,20+,We use ML methods for generating insights (but do not put working models into production),17499.5,0,1,0,0,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,4,Python,1,1,0,0,1,1,1,1,0,1,0,0,7,1,1,1,1,1,0,1,1,0,1,0,0,0,7,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4813,23,Male,United States of America,Bachelor’s degree,Other,small,4-Mar,"We recently started using ML methods (i.e., models in production for less than 2 years)",112499.5,0,1,0,0,0,0,0,1,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Python,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4814,32,Male,United States of America,Bachelor’s degree,Software Engineer,large,4-Mar,"We have well established ML methods (i.e., models in production for more than 2 years)",174999.5,1,0,0,0,0,0,0,0,0,0,0,0,Other,5-10 years,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,7,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4818,27,Male,United States of America,Bachelor’s degree,Software Engineer,small,2-Jan,No (we do not use ML methods),84999.5,0,1,0,1,0,0,0,0,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,4,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4820,27,Male,United States of America,Bachelor’s degree,Business Analyst,large,20+,I do not know,74999.5,0,1,1,0,0,1,0,0,0,0,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3-5 years,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,R,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4824,57,Male,United States of America,Master’s degree,Data Scientist,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",174999.5,0,0,0,0,0,0,0,0,0,0,1,0,"Local development environments (RStudio, JupyterLab, etc.)",20+ years,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Python,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4827,37,Male,United States of America,Master’s degree,Software Engineer,medium,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",250000,0,1,1,0,0,0,1,0,0,0,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",3-5 years,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,4,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4845,32,Male,United States of America,Doctoral degree,Research Scientist,small,2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)",34999.5,0,1,0,0,0,0,0,0,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",10-20 years,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,7,None,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,8,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,5
4863,27,Male,United States of America,Doctoral degree,Data Scientist,small,4-Mar,"We recently started using ML methods (i.e., models in production for less than 2 years)",137499.5,0,0,0,0,0,0,0,0,0,0,1,0,"Local development environments (RStudio, JupyterLab, etc.)",10-20 years,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,4,Python,0,1,1,1,1,0,0,0,0,0,0,0,4,1,1,1,1,1,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
4864,37,Male,United States of America,Bachelor’s degree,Other,small,2-Jan,We use ML methods for generating insights (but do not put working models into production),224999.5,0,1,0,0,0,1,1,0,0,0,0,0,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",10-20 years,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,Python,1,1,0,0,0,1,0,1,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3
4865,37,Male,United States of America,Master’s degree,Data Scientist,small,9-May,"We have well established ML methods (i.e., models in production for more than 2 years)",174999.5,0,1,0,0,0,1,1,0,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,SQL,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4869,42,Male,United States of America,Master’s degree,Data Scientist,large,20+,"We recently started using ML methods (i.e., models in production for less than 2 years)",137499.5,0,1,1,0,0,1,0,1,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,5,SQL,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,1,0,0,4,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
4894,52,Male,United States of America,Some college/university study without earning a bachelor’s degree,Data Scientist,small,4-Mar,We are exploring ML methods (and may one day put a model into production),137499.5,0,1,0,0,0,0,1,1,0,0,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",1-2 years,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,4,Python,0,1,0,0,1,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0,1,0,1,1,0,0,4,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3
4900,27,Female,United States of America,Bachelor’s degree,Data Scientist,small,2-Jan,We are exploring ML methods (and may one day put a model into production),174999.5,1,1,1,1,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,SQL,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,4
4901,57,Male,United States of America,Doctoral degree,Data Scientist,medium,14-Oct,"We have well established ML methods (i.e., models in production for more than 2 years)",274999.5,1,1,0,0,0,0,0,1,0,0,0,0,Other,20+ years,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,6,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4909,52,Male,United States of America,Master’s degree,Data Engineer,small,2-Jan,"We have well established ML methods (i.e., models in production for more than 2 years)",112499.5,0,1,1,0,0,0,0,0,0,1,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",10-20 years,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,4,Python,1,0,0,1,0,1,1,1,0,1,0,0,6,1,1,1,1,1,1,1,1,1,1,1,0,0,10,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,4
4912,52,Male,United States of America,Master’s degree,Research Scientist,medium,9-May,"We recently started using ML methods (i.e., models in production for less than 2 years)",174999.5,0,1,0,0,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,4,Python,1,1,0,0,0,0,0,1,0,0,0,0,3,1,1,1,0,1,1,1,1,1,1,0,0,0,8,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
4941,32,Male,United States of America,Doctoral degree,Data Scientist,small,20+,"We recently started using ML methods (i.e., models in production for less than 2 years)",137499.5,1,1,0,0,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,Python,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4947,27,Male,United States of America,Doctoral degree,Data Scientist,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",112499.5,0,0,0,0,0,0,0,0,0,0,1,0,"Advanced statistical software (SPSS, SAS, etc.)",5-10 years,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,Python,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4958,42,Male,United States of America,Bachelor’s degree,Data Scientist,medium,9-May,"We recently started using ML methods (i.e., models in production for less than 2 years)",499.5,0,1,0,0,0,0,1,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",10-20 years,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4960,37,Male,United States of America,Master’s degree,Data Analyst,small,0,No (we do not use ML methods),174999.5,0,0,0,0,0,0,0,1,1,0,0,0,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",< 1 years,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4963,32,Female,United States of America,Bachelor’s degree,Product/Project Manager,small,4-Mar,We use ML methods for generating insights (but do not put working models into production),12499.5,0,1,0,1,0,1,0,0,0,1,0,0,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",5-10 years,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,SQL,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4966,32,Male,United States of America,Master’s degree,Other,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",224999.5,1,1,1,1,1,0,0,0,0,1,0,0,Other,5-10 years,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,Python,0,1,0,0,0,1,1,0,0,0,0,0,3,1,1,1,1,0,0,1,1,0,1,1,0,0,7,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,4
